154, 0, -3
154, 0, 24
139, 0, 27
138, 0, 41
124, 0, 43
124, 0, 74
138, 0, 74
138, 0, 89
154, 0, 92
154, 0, 122
171, 0, 124
171, 0, 169
187, 0, 169
187, 0, 108
202, 0, 108
202, 0, 123
218, 0, 123
219, 0, 108
234, 0, 108
234, 0, 139
248, 0, 139
251, 0, 169
266, 0, 171
266, 0, 186
219, 0, 187
219, 0, 202
265, 0, 202
267, 0, 217
314, 0, 219
314, 0, 249
300, 0, 249
298, 0, 237
267, 0, 237
267, 0, 266
236, 0, 268
235, 0, 282
203, 0, 283
202, 0, 298
187, 0, 298
187, 0, 285
171, 0, 285
171, 0, 326

